molregno	canonical_smiles
1759914	Cc1ncc(CNC(=O)COc2ccc([N+](=O)[O-])cc2)c(N)n1
1759916	Cc1ncc(CNC(=O)COc2ccc(Br)cc2)c(N)n1
1759918	Cc1ncc(CNC(=O)COc2ccccc2Br)c(N)n1
1759921	Cc1ncc(CNC(=O)COc2ccc(F)cc2Cl)c(N)n1
1759922	Cc1ncc(CNC(=O)COc2ccc([N+](=O)[O-])cc2Cl)c(N)n1
1759923	Cc1ncc(CNC(=O)COc2ccc(Cl)cc2C)c(N)n1
1759927	COc1ccc(OCNC(=O)NCc2cnc(C)nc2N)cc1
1759929	Cc1ncc(CNC(=O)NCOc2ccc(Cl)cc2)c(N)n1
1760300	CCCN(CCC)C(=O)CN(C)CC(O)Cn1c(=O)c2ccccc2n(C)c1=O.Cl
1760491	CN(C)c1ccc(/C=C/C(=O)/C=C/c2ccc(N(C)C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
1760740	COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(F)c(O)c(OC)c2)cc(F)c1O
1760741	COc1cc(/C=C/C(=O)/C=C/c2cc(F)c(O)c(OC)c2)cc(F)c1O
1760782	CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1Cl
1760783	CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1F
1760792	CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1
1760798	CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1Cl
1760799	CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1F
1760800	CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1Cl
1760801	CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(C)cc1
1760807	CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1
1760808	CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1
1760812	CCOC(=O)C1C(=O)NC(NC(=O)CC)=NC1c1ccc(Br)cc1
1760813	CCOC(=O)C1C(=O)NC(NC(=O)C(F)(F)F)=NC1c1ccc(Br)cc1
1760953	COc1ccc(/C=C/C(=O)/C=C/C=C/c2cccc(O)c2)cc1O
1760954	COc1cc(/C=C/C(=O)/C=C/C=C/c2cccc(O)c2)ccc1O
1760955	COc1cc(/C=C/C(=O)/C=C/C=C/c2ccc(O)cc2)ccc1O
1760976	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2ccc(OC)cc2)c1
1760977	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2ccc(OCC)cc2)c1
1760978	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2ccc(OC(F)(F)F)cc2)c1
1760979	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2ccc(SC(F)(F)F)cc2)c1
1760980	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2ccc(OC)c(OC)c2)c1
1760981	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2cc(OC)cc(OC)c2)c1
1760982	C=C(Br)C(=O)Nc1cccc(/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)c1
1760984	C=C(Br)C(=O)Nc1ccc(/C=C/C(=O)Nc2ccc(OC)cc2)cc1
1760985	C=C(Br)C(=O)Nc1ccc(/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1
1760986	COc1cc(NC(=O)/C=C/c2cccc(N)c2)cc(OC)c1OC
1760996	COc1cc(/C=C/C(=O)CC(=O)c2ccc(O)c(OC)c2)ccc1O
1761070	NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2cc(F)c(F)c(F)c2F)cc1
1761071	NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1
1761534	OCc1cc(C(O)CNCCc2ccc(Br)cc2)ccc1O
1761648	COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1.Cl
1761660	NS(=O)(=O)c1cc(NC(=O)Nc2ccccc2)c(Cl)cc1Cl
1761661	NS(=O)(=O)c1cc(NC(=O)Nc2ccc(Cl)cc2)c(Cl)cc1Cl
1761663	NS(=O)(=O)c1cc(NC(=O)NCc2ccccc2)c(Cl)cc1Cl
1761664	NS(=O)(=O)c1cc(NC(=O)NOCc2ccccc2)c(Cl)cc1Cl
1761665	NS(=O)(=O)c1cc(NC(=O)NNC(=O)c2ccccc2)c(Cl)cc1Cl
1761667	NS(=O)(=O)c1cc(NC(=O)NCCCN2CCOCC2)c(Cl)cc1Cl
1761669	NS(=O)(=O)c1cc(C(=O)NNC(=S)Nc2ccccc2)c(Cl)cc1Cl
1761670	NS(=O)(=O)c1cc(C(=O)NNC(=S)Nc2ccc(Cl)cc2)c(Cl)cc1Cl
1761672	NS(=O)(=O)c1cc(C(=O)NNC(=O)c2ccco2)c(Cl)cc1Cl
1761673	NS(=O)(=O)c1cc(C(=O)NNC(=O)c2ccccc2)c(Cl)cc1Cl
1761674	NS(=O)(=O)c1cc(C(=O)NNC(=O)c2ccc(Cl)cc2)c(Cl)cc1Cl
1761675	Cc1ccc(C(=O)NNC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2Cl)cc1
1761697	Cc1c(/C=N/NC(=O)c2ccc(Br)cc2)no[n+]1[O-]
1762116	CC(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O
1762117	CCC(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O
1762322	CCCCCCc1cn(C/C=C2\OC(=O)C(OC)=C2OC)nn1
1762323	CCCCCC(O)c1cn(C/C=C2\OC(=O)C(OC)=C2OC)nn1
1762734	COC(=O)CCc1cc(NC(=O)/C=C/C=C/CCC(C)C)c(O)cc1O
1762736	CC(C)CC/C=C/C=C/C(=O)Nc1cc(CCC(=O)O)ccc1O
1762851	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCI
1762852	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCBr
1762853	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCl
1762854	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCN1C(=O)C=CC1=O
1762950	CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CBr
1762976	COc1cc(/C=C(\C)C(=O)N2CCC=CC2=O)cc(OC)c1OC
1762977	CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=CC1=O
1762982	COc1cc(/C=C/C(=O)N2CCC=C(Cl)C2=O)cc(OC)c1OC
1762983	COc1cc(/C=C(\C)C(=O)N2CCC=C(Cl)C2=O)cc(OC)c1OC
1762984	CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=C(Cl)C1=O
1763060	CCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=C(Cl)C1=O
1763061	CCCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=C(Cl)C1=O
1763062	COc1cc(/C=C/C(=O)N2CCC=C(Br)C2=O)cc(OC)c1OC
1763063	COc1cc(/C=C(\C)C(=O)N2CCC=C(Br)C2=O)cc(OC)c1OC
1763064	CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=C(Br)C1=O
1763065	CCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=C(Br)C1=O
1763066	CCCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C(=O)N1CCC=C(Br)C1=O
1763096	CC(C)(C)OC(=O)NCCN1CCC(O)(c2ccc(Cl)cc2)CC1
1763097	CC(C)(C)OC(=O)NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1
1763133	CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CI
1763166	CC(C)(C)OC(=O)NCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1
1763208	Cc1cccc(C(=O)C(C)NC2CC2)c1.O=C(O)/C=C/C(=O)O
1763210	CC(NC1CC1)C(=O)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O
1763211	Cc1ccc(C(=O)C(C)NC2CC2)cc1.O=C(O)/C=C/C(=O)O
1763271	CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CN1C(=O)C=CC1=O
1763435	CC(C)(C)OC(=O)NCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1
1763436	CC(C)(C)OC(=O)NCCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1
1778372	Cn1c(=O)ccc2cc(C(=O)NCCCCCCC(=O)NO)ccc21
1778374	CN1C(=O)CC(C)(C)c2cc(C(=O)NCCCCCCC(=O)NO)ccc21
1778376	COc1ccc2cc(C(=O)NCCCCCCC(=O)NO)ccc2n1
1778430	COc1cc(Br)c(C=C2C(=O)NC(=S)NC2=O)cc1OC
1778503	COC(=O)CNC(=O)CSC1=CC(=O)c2cccc(OC)c2C1=O
1778507	CC[C@H](C)[C@H](NC(=O)CSC1=CC(=O)c2cccc(OC)c2C1=O)C(=O)OC
1778508	COC(=O)[C@@H](NC(=O)CSC1=CC(=O)c2cccc(OC)c2C1=O)C(C)C
1778510	COC(=O)CNC(=O)CSC1=C(OC)C(=O)c2ccccc2C1=O
1778511	COC(=O)[C@H](C)NC(=O)CSC1=C(OC)C(=O)c2ccccc2C1=O
1778513	COC(=O)[C@H](CC(C)C)NC(=O)CSC1=C(OC)C(=O)c2ccccc2C1=O
1778514	CC[C@H](C)[C@H](NC(=O)CSC1=C(OC)C(=O)c2ccccc2C1=O)C(=O)OC
1778515	COC(=O)[C@@H](NC(=O)CSC1=C(OC)C(=O)c2ccccc2C1=O)C(C)C
1778516	COC(=O)CCCNC(=O)CSC1=C(OC)C(=O)c2ccccc2C1=O
1778522	COC(=O)[C@@H](NC(=O)CSC1=C(C)C(=O)c2ccccc2C1=O)C(C)C
1778669	CCN(CC)CCCNC(=O)[C@H](C)Nc1ccnc2cc(Cl)ccc12
1778671	C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)NCCCN(C)C
1778673	CCN(CC)CCNC(=O)[C@H](C)Nc1ccnc2cc(Cl)ccc12
1778818	COc1cc(C=C2C(=O)NC(=S)NC2=O)c(OC)cc1Br
1778819	COc1cc(C=C2C(=O)NC(=S)NC2=O)cc(I)c1O
1778821	O=C1NC(=S)NC(=O)C1=Cc1cc(Cl)cc(Cl)c1O
1778824	O=C1NC(=S)NC(=O)C1=Cc1cc(Br)c(O)c(Br)c1
1778856	O=C(CN1C(=O)/C(=C/c2ccc(O)c(O)c2)SC1=S)NO
1778954	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1
1778958	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)NC1CCCCC1
1778960	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1Cl
1778970	COc1ccc(N(CC(=O)NCCCSc2ccccc2)C(=O)CNC(=O)OC(C)(C)C)cc1
1778971	COc1ccc(N(CC(=O)NCCC[Se]c2ccccc2)C(=O)CNC(=O)OC(C)(C)C)cc1
1778972	COc1ccc(N(CC(=O)NCCC[Te]c2ccccc2)C(=O)CNC(=O)OC(C)(C)C)cc1
1778973	CC(C)(C)OC(=O)NCC(=O)OCC(=O)NCCC[Te]c1ccccc1
1778980	O=C(COC(=O)/C=C/c1ccccc1)NCCC[Te]c1ccccc1
1778983	O=C(COC(=O)C#Cc1ccccc1)NCCC[Te]c1ccccc1
1779396	Cc1cccc(NNS(=O)(=O)c2ccc(C(=O)NCC(=O)O)cc2)c1
1779472	O=C(NNC(=O)c1cc([N+](=O)[O-])c[nH]1)Nc1ccc(Br)cc1
1779473	O=C(NNC(=O)c1cc([N+](=O)[O-])c[nH]1)Nc1ccc(Cl)cc1
1779476	O=C(NCCc1ccccc1)NNC(=O)c1cc([N+](=O)[O-])c[nH]1
1779480	COc1ccc(NC(=O)NNC(=O)c2cc([N+](=O)[O-])cn2C)cc1
1779482	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)Nc1ccc(Br)cc1
1779483	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)Nc1ccc(Cl)cc1
1779484	COc1ccc(OC)c(NC(=O)NNC(=O)c2cc([N+](=O)[O-])cn2C)c1
1779485	C=[N+]([O-])c1cc(C(=O)NNC(=O)NCc2ccccc2)n(C)c1
1779486	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)NCc1ccccc1
1779487	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)NCCc1ccccc1
1779493	CC(C)(NC(=O)Cc1csc(-c2ncc(C#N)cc2O)n1)C(=O)O
1779505	CCNC(=O)Cc1nc(-c2ncc(C#N)c(C)c2O)sc1C
1779507	CCN(CC)CCNC(=O)Cc1csc(-c2ncc(C#N)c(C)c2O)n1
1779508	CCN(CC)CCNC(=O)Cc1nc(-c2ncc(C#N)c(C)c2O)sc1C
1779527	COc1cc(O)c(Br)cc1/C=C1\SC(=O)NC1=O
1779528	COc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br
1779529	C=CCOc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br
1779530	COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)NC1=O
1779531	CCCCOc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br
1779533	COc1cc(OC)c(/C=C2\SC(=O)N(C)C2=O)cc1Br
1779535	COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)N(C)C1=O
1779536	C=CCN1C(=O)S/C(=C\c2cc(Br)c(OCC=C(C)C)cc2OC)C1=O
1779537	COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)N(C(C)C)C1=O
1779538	CCCCN1C(=O)S/C(=C\c2cc(Br)c(OCC=C(C)C)cc2OC)C1=O
1779539	COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)N(CC=C(C)C)C1=O
1779541	CCCCOc1cc(OC)c(/C=C2\SC(=O)N(C)C2=O)cc1Br
1779542	C=CCN1C(=O)S/C(=C\c2cc(Br)c(OCCCC)cc2OC)C1=O
1779543	CCCCOc1cc(OC)c(/C=C2\SC(=O)N(C(C)C)C2=O)cc1Br
1779544	CCCCOc1cc(OC)c(/C=C2\SC(=O)N(CCCC)C2=O)cc1Br
1779554	C=CCc1cc(/C=C2\SC(=O)N(C(C)C)C2=O)c(OC)cc1O
1779555	C=CCc1cc(/C=C2\SC(=O)N(CC=C)C2=O)c(OC)cc1O
1779627	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cccc(Cl)c1
1779637	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccc(Br)cc1
1779672	COc1ccc(NC(=S)NNC(=O)c2cc([N+](=O)[O-])c[nH]2)cc1
1779673	O=C(NNC(=S)Nc1ccc(F)cc1)c1cc([N+](=O)[O-])c[nH]1
1779674	O=C(NNC(=S)Nc1ccccc1F)c1cc([N+](=O)[O-])c[nH]1
1779675	O=C(NNC(=S)Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])c[nH]1
1779676	O=C(NNC(=S)NCCc1ccccc1)c1cc([N+](=O)[O-])c[nH]1
1779677	O=C(NNC(=S)NCc1ccccc1)c1cc([N+](=O)[O-])c[nH]1
1779679	Cc1ccccc1NC(=S)NNC(=O)c1cc([N+](=O)[O-])c[nH]1
1779682	COc1ccc(NC(=S)NNC(=O)c2cc([N+](=O)[O-])cn2C)cc1
1779683	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)Nc1ccc(F)cc1
1779684	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)Nc1ccccc1F
1779685	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)Nc1ccc(Cl)cc1
1779686	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)NCCc1ccccc1
1779687	Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)NC1CCCCC1
1779688	Cc1ccccc1NC(=S)NNC(=O)c1cc([N+](=O)[O-])cn1C
1779689	COc1cc(NC(=S)NNC(=O)c2cc([N+](=O)[O-])cn2C)cc(OC)c1OC
1779773	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccn1
1779781	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1nccs1
1779782	COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1nncs1
1779800	COC(=O)C(CC1=NOC(C)(C)C[C@H]1c1ccc(OC)cc1)C(=O)OC
1779807	COC(=O)C(CC1=C(c2ccc(OC)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC
1779808	COC(=O)C(CC1=C(c2ccccc2)CC(C)(C)ON1C(C)=O)C(=O)OC
1779809	COC(=O)C(CC1=C(c2ccc(Cl)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC
1779883	CC(C)c1nc(SCc2cccc(F)c2F)nc(O)c1C#N
1779887	CC(C)(C)c1nc(SCc2cccc(F)c2F)nc(O)c1C#N
1779947	Cc1cccc(NNS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)c1
1779951	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C)cc2)cc1
1779952	COc1ccc(NNS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1
1779953	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C#N)cc2)cc1
1779955	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C(F)(F)F)cc2)cc1
1779956	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)cc2)cc1
1779957	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)cc2)cc1
1779958	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1779959	CC(=O)Nc1ccc(S(=O)(=O)NNc2cccc(F)c2)cc1
1779960	CC(=O)Nc1ccc(S(=O)(=O)NNc2cccc(Br)c2)cc1
1779961	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)c(Br)c2)cc1
1779962	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)c(Cl)c2)cc1
1779963	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)c(F)c2)cc1
1779964	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)c(C)c2)cc1
1779965	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)c(F)c2)cc1
1779966	CC(=O)Nc1ccc(S(=O)(=O)NNc2cc(F)cc(F)c2)cc1
1779967	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)cc2F)cc1
1779968	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)c(Cl)c2)cc1
1779969	C=CCc1cc(/C=C2\SC(=O)N(CC=C(C)C)C2=O)c(OC)cc1O
1779970	C=CCc1cc(/C=C2\SC(=O)N(CCCC)C2=O)c(OC)cc1O
1779993	CC(=O)N/N=C(/c1ccccc1O)c1cc(Br)ccc1O
1780017	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NC2CCCCC2)cc1
1780018	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NC2CCCCC2C)cc1
1780019	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NCCN2CCOCC2)cc1
1780020	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2)cc1
1780021	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ccccn2)cc1
1780059	COc1cc(/C=N/NC(=O)OCc2ccccc2)cc(OC)c1OC
1780060	COc1cc(/C=N/NC(=O)OCc2ccccc2)cc(O)c1O
1780064	COc1cc(/C=N/NC(=O)OCc2ccccc2)c(O)cc1O
1780065	COc1cc(/C=N/N(C)C(=O)OCc2ccccc2)cc(OC)c1O.Cl
1780066	COc1cc(/C=N/N(C)C(=O)OCc2ccccc2)cc(OC)c1OC.Cl
1780067	COc1cc(/C=N/N(C)C(=O)OCc2ccccc2)ccc1O.Cl
1780077	CC(=O)Nc1ccc(S(=O)(=O)NNc2cc(Cl)cc(Cl)c2)cc1
1780078	O=S(=O)(NNc1ccc(Br)cc1)c1ccccc1
1780079	O=S(=O)(NNc1ccc(Br)cc1)c1ccc(Br)cc1
1780080	COc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780081	N#Cc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780082	COC(=O)CCc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780083	CCCC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780084	O=C(O)CCc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780085	O=C(O)COc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780086	O=C(O)c1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1
1780087	CC(=O)Nc1ccc(S(=O)(=O)NN(C)c2ccc(Br)cc2)cc1
1780129	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2nncs2)cc1
1780130	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1
1780131	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1
1780132	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2cccc([N+](=O)[O-])c2)cc1
1780133	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2[N+](=O)[O-])cc1
1780134	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2N)cc1
1780285	COC(=O)Nc1cc(NC(=O)c2cccs2)cc(C(F)(F)F)c1
1780337	CCCC/C=C/c1cc2ccc(Cl)cc2n1C(=O)CC(C)CC(=O)O
1780338	CCCC/C=C\c1cc2ccc(Cl)cc2n1C(=O)CC(C)CC(=O)O
1780356	CN(C)C(=O)Oc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1
1780360	CN(C)C(=O)Oc1ccc(Cl)cc1C(=O)Nc1ccc(Br)cc1
1780364	CN(C)C(=O)Oc1ccc(Cl)cc1C(=O)Nc1ccc(F)cc1
1780368	CN(C)C(=O)Oc1ccc(Cl)cc1C(=O)Nc1ccc(C(F)(F)F)cc1
1780472	COC(=O)[C@H](CC(C)C)NC(=O)CSC1=C(C)C(=O)c2cccc(OC)c2C1=O
1780574	O=C(CCCCCCC(=O)Nc1ccc2[nH]c(=O)ccc2c1)NO
1780575	O=C(CCCCCCC(=O)Nc1ccc2c(c1)CCC(=O)N2)NO
1780576	CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc21
1780581	O=C(CCCCCCNC(=O)c1ccc2[nH]c(=O)ccc2c1)NO
1780582	O=C(CCCCCCNC(=O)c1ccc2c(c1)CCC(=O)N2)NO
1780583	CC1(C)CC(=O)Nc2ccc(C(=O)NCCCCCCC(=O)NO)cc21
1780675	COc1cc(/C=C/C=N/NC(=O)c2ccc(C(C)(C)C)cc2)ccc1O
1780760	CN(C)CC(=O)Nc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1
1780766	CN(C)CCC(=O)Nc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1
1780772	CN(C)CC(=O)Nc1cccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c1
1780778	CN(C)CCC(=O)Nc1cccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c1
1780884	CC(C)(C)OC(=O)NCCCC(=O)NCc1ccc(S(N)(=O)=O)cc1
1780885	CC(C)(C)OC(=O)NCCCC(=O)NCCc1ccc(S(N)(=O)=O)cc1
1780901	CC(C)(C)OC(=O)NCCCC(=O)Nc1cccc(S(N)(=O)=O)c1
1780902	CC(C)(C)OC(=O)NCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1
1781097	CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1
1781098	Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1
1781099	CCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1
1781104	CC(C)=Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1
1781334	Cc1ccc(NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc1O
1781336	Cc1cc(C)c(OCC(=O)N/N=C/c2ccc(O)cc2O)c(Br)c1
1781345	O=S(=O)(Nc1cccc(O)c1)c1ccc(Br)cc1
1781348	Cc1ccc(NS(=O)(=O)c2cccc(Br)c2)cc1O
1781797	COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c(OC)c1OC
1781799	COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c(OC)c1OC
1781800	CCOc1c(OC)ccc(C(=O)Cc2c(Cl)cncc2Cl)c1OC
1781809	COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c(OCC(=O)O)c1OC
1781813	COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c(OCC(=O)NCCO)c1OC
1781814	COCCNC(=O)COc1c(C(=O)Cc2c(Cl)cncc2Cl)ccc(OC)c1OC
1781815	CCCNC(=O)COc1c(C(=O)Cc2c(Cl)cncc2Cl)ccc(OC)c1OC
1781817	COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c(OCC(N)=O)c1OC
1782232	CCOC(=O)c1c(N)sc(/N=C/c2ccccc2)c1C(=O)OCC
1782233	CCOC(=O)c1c(N)sc(/N=C/c2ccc([N+](=O)[O-])cc2)c1C(=O)OCC
1782234	CCOC(=O)c1c(N)sc(/N=C/c2ccc(Cl)cc2)c1C(=O)OCC
1782235	CCOC(=O)c1c(N)sc(/N=C/c2ccc(F)cc2)c1C(=O)OCC
1782236	CCOC(=O)c1c(N)sc(/N=C/c2ccc(Br)cc2)c1C(=O)OCC
1782237	CCOC(=O)c1c(N)sc(/N=C/c2ccc(OC)cc2)c1C(=O)OCC
1782238	CCOC(=O)c1c(N)sc(/N=C/c2ccc(C)cc2)c1C(=O)OCC
1782239	CCOC(=O)c1c(N)sc(/N=C/c2ccc(N(C)C)cc2)c1C(=O)OCC
1782240	CCOC(=O)c1c(N)sc(/N=C/c2ccco2)c1C(=O)OCC
1782242	CCOC(=O)c1c(N)sc(/N=C/c2cccs2)c1C(=O)OCC
1782243	CCOC(=O)c1c(N)sc(/N=C/c2ccncc2)c1C(=O)OCC
1782385	O=C(COc1ccc(Cl)cc1)NCC(=O)Nc1ccc(F)c(F)c1F
1782392	O=C(COc1ccc(F)cc1)NCC(=O)Nc1ccc(Br)cc1
1782397	O=C(COc1ccc(Br)cc1)NCC(=O)Nc1c(F)cccc1F
1782802	COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1CC=C(C)C
1782974	N#CC(C(=O)Nc1cccc(C(F)(F)F)c1)C(=S)Nc1ccccc1Cl
1783662	CC(C)COc1nc(N)nc(N)c1C(C[N+](=O)[O-])c1ccc(F)cc1
1783664	CC(C)Oc1nc(N)nc(N)c1C(C[N+](=O)[O-])c1ccc(F)cc1
1783667	CCOC(=O)c1cc2c(n1CC)C(=O)C(Br)=CC2=O
1783955	CC(C)(C)C(=O)NC1=NN(C(=O)C(C)(C)C)C(CNS(C)(=O)=O)(c2ccccc2)S1
1783956	CC(C)(C)C(=O)NC1=NN(C(=O)C(C)(C)C)C(CCNS(C)(=O)=O)(c2ccccc2)S1
